super_opeid,name,czname,state,par_median,k_median,par_q1,par_top1pc,kq5_cond_parq1,ktop1pc_cond_parq1,mr_kq5_pq1,mr_ktop1_pq1,trend_parq1,trend_bottom40,count,type
02063,Community College Of Baltimore County,Baltimore,MD,71600.0,32700.0,11.790532,0.51818252,13.984437,0.23875241,1.6488396,0.028150178,0.94456327,4.0146813,2751.333333333334,Public
06807,Community College Of Beaver County,Pittsburgh,PA,68500.0,28800.0,13.399538,0.065960765,6.0661101,0.045464858,0.81283081,0.0060920813,3.9441247,2.350811,416.0,Public
03249,Community College Of Philadelphia,Philadelphia,PA,43600.0,27900.0,24.111738,0.13683851,11.805481,0.11522399,2.8465066,0.027782507,1.1775706,3.4288785,2589.0,Public
03408,Community College Of Rhode Island,Providence,RI,64600.0,28600.0,15.742569,0.40597892,9.7449255,0.12689281,1.5341016,0.019976187,2.313782,2.8846107,3182.0,Public
03810,Concord University,Bluefield,WV,66800.0,31800.0,12.968643,0.24358849,11.049538,0.99729794,1.4329751,0.12933601,0.70590228,-4.4116564,501.0,Public
02346,Concordia College - Moorhead,Fargo,MN,86400.0,45600.0,4.5202875,2.0209355,30.042875,4.5847297,1.3580244,0.20724298,-1.3700421,-6.28442,623.6666666666666,Private not-for-profit
03842,Concordia University - Wisconsin,Milwaukee,WI,79300.0,38600.0,5.4974685,0.7881121,14.889069,0.081967913,0.8185218,0.00450616,-0.011412057,-6.0177479,284.3333333333333,Private not-for-profit
03557,Concordia University Texas,Austin,TX,91300.0,40400.0,5.3078008,1.5256581,23.048796,6.2775044,1.2233841,0.33319744,-0.68643904,2.0069916,102.5,Private not-for-profit
01666,"Concordia University of River Forest, IL",Chicago,IL,86300.0,35100.0,4.7088618,0.6133644,16.293009,0.0,0.76721531,0.0,1.6633253,1.2226117,213.0,Private not-for-profit
20705,"Concordia University of Irvine, CA",Los Angeles,CA,94000.0,39600.0,5.4093981,2.1736369,26.214737,0.29075193,1.4180595,0.01572793,0.17121585,-4.2121549,201.0,Private not-for-profit
02541,"Concordia University of Seward, NE",Lincoln,NE,75500.0,36500.0,4.093502,0.22599657,17.163689,0.0,0.70259595,0.0,-1.4107336,-7.6761103,262.3333333333333,Private not-for-profit
02347,Concordia University - Saint Paul,Minneapolis,MN,77900.0,39900.0,7.655158,0.88078326,22.270838,0.0,1.7048677,0.0,3.2627809,1.7816672,186.3333333333333,Private not-for-profit
01379,Connecticut College,Bridgeport,CT,170500.0,55500.0,3.1054907,13.932349,50.867634,5.1587958,1.5796896,0.16020593,0.34254849,-1.217073,413.6666666666667,Private not-for-profit
03153,Connors State College,Muskogee,OK,49000.0,27300.0,20.629696,0.10985484,10.983221,0.040054251,2.265805,0.0082630701,1.8643087,2.5805314,366.6666666666667,Public
30344,Conservatory Of Recording Arts & Sciences,Phoenix,AZ,76800.0,38200.0,7.3527956,0.24439909,29.576513,0.25773552,2.1747005,0.018950766,4.9135461,16.332596,124.0,Private for-profit
03431,Converse College,Spartanburg,SC,93000.0,32700.0,7.8901567,2.523875,8.7477541,0.0,0.69021147,0.0,3.3530984,6.1309958,145.0,Private not-for-profit
02402,Copiah-Lincoln Community College,Jackson,MS,41400.0,26900.0,31.81024,0.098101594,10.296646,0.016941413,3.2753878,0.0053891037,-8.0965672,0.98651677,633.5,Public
35424,Copper Mountain College,Los Angeles,CA,50100.0,27100.0,22.266489,0.27258706,17.435398,0.045363437,3.882251,0.010100845,1.1131202,-0.16948986,327.0,Public
01339,Corban University,Eugene,OR,79000.0,32200.0,4.5662422,0.97847646,10.328754,0.037572701,0.47163591,0.0017156604,-1.5244348,-6.8155355,136.6666666666667,Private not-for-profit
01856,Cornell College,Cedar Rapids,IA,91800.0,45500.0,3.5137136,1.7447721,24.787064,0.61828154,0.87094641,0.021724643,1.1561711,-1.1773204,272.0,Private not-for-profit
02711,Cornell University,Elmira,NY,143300.0,79800.0,4.8977413,9.1139021,59.35437,10.356522,2.9070237,0.50723565,-0.80791712,-1.9267172,3074.0,Private not-for-profit
02266,Cornerstone University,Grand Rapids,MI,84200.0,29400.0,3.950521,1.9258293,8.3443947,0.14390591,0.32964706,0.0056850328,3.5868485,3.3166811,303.6666666666667,Private not-for-profit
12315,Cornish College Of The Arts,Seattle,WA,89700.0,25000.0,6.6521225,2.9220195,12.657391,0.0,0.84198517,0.0,2.2437756,-5.5919995,104.5,Private not-for-profit
30086,Florida College Of Natural Health,Orlando,FL,57300.0,16200.0,18.32387,0.52995282,0.0,0.0,0.0,0.0,11.059402,30.127058,100.0,Private for-profit
32963,Baltimore School Of Massage,Baltimore,MD,70600.0,19500.0,8.5807438,0.23371696,0.61762047,0.047105473,0.052996427,0.0040419996,8.8804331,15.847624,73.0,Private for-profit
22209,Cossatot Community College Of The University Of Arkansas,Idabel,AR,40800.0,22200.0,31.473413,0.22846112,9.3669262,0.0075752083,2.9480915,0.0023841765,-8.8285236,-5.8003755,113.3333333333333,Public
07729,County College Of Morris,Newark,NJ,101100.0,35700.0,5.9250755,0.81041902,18.5854,0.15596673,1.101199,0.009241146,-0.10820886,0.73492849,1468.5,Public
03484,Covenant College,Chattanooga,GA,86400.0,32300.0,7.2564373,3.5558159,29.66157,2.0998273,2.1523731,0.15237264,-2.4342051,-3.8203542,206.0,Private not-for-profit
01902,Cowley County Community College & Area Vocational Technical Schoo,Winfield,KS,75300.0,28800.0,8.9429464,0.21394482,11.390643,0.44268221,1.0186591,0.039588835,3.3016536,7.3925109,809.3333333333334,Public
06799,Craven Community College,Jacksonville,NC,57200.0,29600.0,18.641794,0.11570574,13.210657,0.0,2.4627035,0.0,-1.2511503,-1.5449728,472.0,Public
02542,Creighton University,Omaha,NE,119200.0,57200.0,2.9984152,5.4313846,53.443874,3.2681818,1.6024692,0.097993672,-0.79990828,-4.0969381,728.0,Private not-for-profit
02459,Crowder College,Joplin,MO,51100.0,24600.0,18.316031,0.30901691,8.1940022,0.37819982,1.5008159,0.069271199,1.929309,1.0811565,464.0,Public
02383,Crown College,Minneapolis,MN,73500.0,30000.0,7.5402565,0.28710532,14.001968,0.0,1.0557843,0.0,1.3709575,-3.6871343,142.6666666666667,Private not-for-profit
01192,Cuesta College,Santa Barbara,CA,79900.0,31000.0,10.63613,1.3468853,16.665659,0.30156699,1.7725811,0.032075059,-1.5030987,-3.9483566,1881.333333333333,Public
07304,Culinary Institute Of America,Poughkeepsie,NY,102800.0,41800.0,5.1736088,2.040061,29.177338,1.249947,1.5095212,0.064667359,1.6349492,2.8569515,531.0,Private not-for-profit
02460,Culver-Stockton College,Quincy,MO,78600.0,38900.0,7.40482,0.43597239,21.080763,0.44209269,1.5609925,0.032736167,1.6630696,2.7999372,173.0,Private not-for-profit
03485,Cumberland University,Nashville,TN,68800.0,37500.0,13.668558,0.22248772,14.668319,0.084685311,2.0049477,0.011575261,-4.509316,-12.8573,151.3333333333333,Private not-for-profit
07273,CUNY Bernard M. Baruch College,New York,NY,42800.0,57600.0,27.632242,0.55920202,46.824234,2.5568271,12.938586,0.70650864,-9.1865492,-12.297223,1083.0,Public
02691,CUNY Borough Of Manhattan Community College,New York,NY,33500.0,31900.0,35.075352,0.10283593,17.514887,0.13941236,6.1434078,0.048899379,-2.1635275,-4.0798979,2047.333333333333,Public
02692,CUNY Bronx Community College,New York,NY,29700.0,28700.0,40.972702,0.091748536,14.355651,0.0054521114,5.8818979,0.0022338773,1.6001225,-1.2388018,778.6666666666666,Public
02687,CUNY Brooklyn College,New York,NY,52200.0,44300.0,23.247004,0.78585011,34.696301,0.71291935,8.0658493,0.16573238,-2.6277237,-3.8919907,1009.666666666667,Public
02688,City College Of New York - CUNY,New York,NY,35500.0,48500.0,32.546474,0.23351549,36.021557,1.4087214,11.723747,0.45848918,-9.8015804,-13.879366,582.3333333333334,Public
08611,"CUNY, Hostos Community College",New York,NY,26700.0,27700.0,45.826004,0.050559912,14.185498,0.0,6.5006471,0.0,-5.8702636,-6.507854,235.3333333333333,Public
02689,CUNY Hunter College,New York,NY,49800.0,44400.0,21.163614,0.56101543,35.636646,0.84728265,7.5420022,0.17931563,-4.5349264,-10.824342,1489.333333333333,Public
02693,CUNY John Jay College Of Criminal Justice,New York,NY,41800.0,45200.0,27.158951,0.097911149,35.684139,0.30840749,9.6914377,0.083760239,-3.9944887,-8.185668,1228.0,Public
02694,Kingsborough Commmunity College/CUNY,New York,NY,40700.0,31300.0,27.10601,0.16059734,18.359835,0.60465872,4.9766188,0.16389886,-1.9705111,-1.0987346,1624.666666666667,Public
10051,CUNY Laguardia Community College,New York,NY,33800.0,31800.0,36.779636,0.033236787,16.46369,0.0,6.055285,0.0,-9.2045507,-8.4401712,1178.0,Public
07022,CUNY Lehman College,New York,NY,32500.0,40700.0,36.707489,0.0,27.882967,0.18963498,10.235138,0.069610246,-5.7339659,-9.0723467,468.3333333333333,Public
10097,CUNY Medgar Evers College,New York,NY,35100.0,30900.0,30.484688,0.13676974,16.55872,0.0028742009,5.047874,0.00087619119,-4.0861492,-7.6234331,284.0,Public
02696,New York City College Of Technology Of The City University Of New,New York,NY,33500.0,37000.0,35.256516,0.10819948,23.638399,0.19894305,8.3340759,0.070140384,-7.0691638,-9.1352043,1488.333333333333,Public
02690,CUNY Queens College,New York,NY,63300.0,48200.0,20.142742,1.2734835,35.4384,0.78856534,7.1382656,0.15883869,-7.1461072,-8.796628,1052.666666666667,Public
02697,Queensborough Community College-CUNY,New York,NY,42200.0,32400.0,27.576023,0.063350827,20.115633,0.49320582,5.547092,0.13600655,-5.5555587,-7.4269667,1494.0,Public
04759,CUNY York College,New York,NY,36500.0,36400.0,30.660444,0.061246876,22.242035,0.29296112,6.8195066,0.089823179,-7.5450883,-9.301075,368.0,Public
02143,Curry College,Boston,MA,101600.0,38800.0,6.4112387,4.7802916,29.78377,0.11374571,1.9095086,0.0072925091,-1.9041041,-5.3806119,342.0,Private not-for-profit
03040,Cuyahoga Community College,Cleveland,OH,57500.0,26700.0,17.952957,0.31904352,5.726397,0.0856058,1.0280576,0.015368773,4.172668,5.3470688,3499.5,Public
02712,D'Youville College,Buffalo,NY,75800.0,45200.0,14.159825,0.37063274,28.01111,0.073539399,3.9663243,0.01041305,-4.8807764,-10.158685,107.6666666666667,Private not-for-profit
02808,Daemen College,Buffalo,NY,77600.0,41900.0,10.852973,0.39528888,14.272386,2.3021193,1.5489782,0.24984838,-0.8619256,-6.1256452,250.6666666666667,Private not-for-profit
02995,Dakota College At Bottineau,Minot,ND,54900.0,34700.0,14.627684,0.1661889,11.892681,0.0,1.7396238,0.0,-0.96737558,-2.461674,135.3333333333333,Public
03560,Dallas Baptist University,Dallas,TX,87000.0,39500.0,6.0558891,0.71315116,13.721609,0.0,0.83096552,0.0,-1.0627452,-5.1425862,289.6666666666667,Private not-for-profit
03956,Dalton State College,Rome,GA,63500.0,29700.0,11.866969,0.61358273,10.684205,0.0,1.2678913,0.0,4.2810531,9.8854771,719.6666666666666,Public
01669,Danville Area Community College,Lafayette,IL,61100.0,28400.0,14.193609,0.26149178,6.3686209,0.0,0.9039371,0.0,4.181385,6.2964425,480.3333333333333,Public
03758,Danville Community College,Greensboro,VA,59800.0,29100.0,16.667162,0.34664634,6.7655349,0.015257964,1.1276226,0.0025430697,12.415121,12.860538,472.6666666666667,Public
02573,Dartmouth College,Claremont,NH,185500.0,76600.0,2.7713935,17.73366,49.659542,13.102124,1.3762614,0.36311144,0.86927998,0.77336782,996.0,Private not-for-profit
02249,Davenport University,Grand Rapids,MI,55800.0,23400.0,20.412642,0.27058142,6.1021118,0.19345127,1.2456023,0.039488517,-11.78081,-21.408476,949.0,Private not-for-profit
02918,Davidson College,Charlotte,NC,208500.0,60300.0,1.3816977,17.505419,29.688522,12.316253,0.41020563,0.17017338,1.1934193,1.386201,409.3333333333333,Private not-for-profit
02919,Davidson County Community College,Greensboro,NC,60000.0,24300.0,12.63378,0.13724324,5.9372063,0.0,0.75009358,0.0,5.6543255,4.7520847,393.0,Public
03811,Davis & Elkins College,Elkins,WV,68000.0,32700.0,10.979949,1.6383066,5.0886197,0.07822483,0.55872786,0.008589047,0.31632438,-1.3331527,119.6666666666667,Private not-for-profit
21566,Davis Applied Technology College,Salt Lake City,UT,78400.0,31000.0,4.9927335,0.7730087,8.311017,0.0,0.41494691,0.0,2.6310134,-1.2579411,321.6666666666667,Public
02529,Dawson Community College,Glendive,MT,58000.0,31700.0,16.631769,0.19684675,5.6785355,1.5633445,0.9444409,0.26001185,-4.2690229,-14.085754,120.3333333333333,Public
01475,Daytona State College,Deltona,FL,52400.0,24400.0,20.341427,0.45290062,7.8678384,0.080041446,1.6004307,0.016281573,-2.7092507,-2.7314019,1856.333333333333,Public
02144,Dean College,Boston,MA,91400.0,29800.0,9.3972778,2.7641437,9.2636871,0.0,0.87053448,0.0,-0.24056688,-3.5069623,311.0,Private not-for-profit
03041,Defiance College,Defiance,OH,77900.0,39900.0,5.1063719,0.27252996,21.671816,0.0,1.1066434,0.0,4.0938888,5.1906018,152.5,Private not-for-profit
03563,Del Mar College,Corpus Christi,TX,52900.0,30100.0,22.380438,0.24616714,16.410892,0.011262381,3.6728296,0.0025205703,-4.2844195,-3.4009047,1899.666666666667,Public
07110,Delaware County Community College,Philadelphia,PA,80800.0,32100.0,8.7870369,0.61805189,14.617175,0.42943162,1.2844164,0.037734315,2.3223221,2.6251791,1660.333333333333,Public
11727,"Delaware Technical Community College of Dover, DE",Dover,DE,69900.0,28900.0,12.873239,0.21340111,11.062877,0.029712223,1.4241506,0.0038249251,0.50212944,-1.8203222,308.0,Public
03252,Delaware Valley College Of Science & Agriculture,Philadelphia,PA,90700.0,45100.0,6.2112503,1.2179646,26.223236,0.0025071446,1.6287909,0.00015572502,-2.9194613,-5.2030215,316.0,Private not-for-profit
04625,Delgado Community College,New Orleans,LA,43800.0,25500.0,28.750584,0.15217201,7.4676185,0.092081949,2.1469839,0.026474098,-4.6007013,1.10313,2348.333333333334,Public
02251,Delta College,Saginaw,MI,75800.0,29200.0,11.479627,0.29708514,9.288785,0.0011012439,1.0663178,0.0001264187,6.1130857,8.3986483,2036.666666666667,Public
02403,Delta State University,Greenville,MS,71000.0,37600.0,16.261435,0.15289028,13.811943,0.59209132,2.2460201,0.096282534,-3.3842585,0.13300574,399.5,Public
33683,Midwest Technical Institute,Jackson,MS,47900.0,24700.0,19.562695,0.0505221,10.273649,0.022230728,2.0098026,0.0043489295,12.899679,-6.8463116,56.0,Private for-profit
03042,Denison University,Columbus,OH,149300.0,53700.0,3.1097684,9.393013,30.201096,4.2457361,0.93918413,0.13203256,0.65926325,-0.2460524,499.0,Private not-for-profit
01671,Depaul University,Chicago,IL,99900.0,51300.0,6.6376405,4.6285467,43.01757,2.1064708,2.8553517,0.13981996,-0.97368926,-3.3913786,1937.333333333333,Private not-for-profit
01792,DePauw University,Terre Haute,IN,117700.0,52900.0,2.4250989,5.515377,37.425934,4.9840393,0.90761596,0.12086788,1.603061,-0.28465787,523.3333333333334,Private not-for-profit
07120,Des Moines Area Community College,Des Moines,IA,72600.0,32500.0,8.464777,0.35775256,9.0053339,0.15093918,0.76228142,0.012776666,3.4326308,1.5990022,2491.666666666667,Public
03986,DeSales University,Allentown,PA,98800.0,51100.0,3.5594914,0.84400338,19.232121,0.24315424,0.6845656,0.0086550545,1.1372353,-0.10884912,281.5,Private not-for-profit
03253,Dickinson College,Harrisburg,PA,136600.0,55100.0,2.2410417,10.373,53.980751,7.4608126,1.2097311,0.16719992,-1.035459,-2.5110941,541.0,Private not-for-profit
02989,Dickinson State University,Dickinson,ND,57800.0,40700.0,13.897127,0.096862167,29.488029,0.0048389109,4.0979886,0.00067246961,-7.2825379,-18.775146,343.0,Public
37243,Digipen Institute Of Technology,Seattle,WA,95200.0,76000.0,4.3147097,1.5803285,31.228262,0.0,1.3474088,0.0,7.6744699,2.6849184,88.5,Private for-profit
02004,Dillard University,New Orleans,LA,42600.0,36700.0,24.772984,0.15893224,20.298244,0.19254729,5.0284805,0.047699708,4.4289274,7.6223145,414.1666666666667,Private not-for-profit
02544,Doane College,Lincoln,NE,76600.0,45100.0,5.8835039,1.1448151,24.703394,4.2282114,1.453425,0.24876697,0.32994032,-6.9732652,263.3333333333333,Private not-for-profit
01913,Dodge City Community College,Dodge City,KS,48000.0,29500.0,16.480404,0.081258215,6.6671429,0.034649361,1.0987722,0.005710355,-7.9464889,-10.671652,251.0,Public
01750,Dominican University,Chicago,IL,87300.0,44300.0,6.0727091,1.4906718,23.377237,0.0,1.4196316,0.0,2.1969466,6.6447415,200.0,Private not-for-profit
02713,Dominican College Of Blauvelt,Newark,NY,88900.0,48900.0,7.5897069,0.43007863,48.201897,2.7854118,3.6583827,0.21140459,3.2527413,-2.281018,140.0,Private not-for-profit
01196,Dominican University Of California,San Francisco,CA,98100.0,45200.0,6.0711908,2.5760667,52.676445,4.0258489,3.1980877,0.24441697,-3.3007231,-7.2853937,137.6666666666667,Private not-for-profit
01859,Dordt College,Sioux Center,IA,80500.0,35400.0,3.7580972,0.92981505,9.1108131,0.0,0.34239319,0.0,-0.79951656,-5.6488547,305.3333333333333,Private not-for-profit
04692,Dorsey School Of Business,Detroit,MI,43400.0,20600.0,22.166904,0.076573431,0.11776482,0.043143537,0.026104815,0.0095635867,23.443588,21.834919,108.0,Private for-profit
25882,Douglas J Aveda Institute,Lansing,MI,93600.0,21400.0,3.3618624,0.0505221,1.122188,0.45373657,0.037726413,0.015254,6.2117944,14.726255,77.0,Private for-profit
01860,Drake University,Des Moines,IA,109600.0,57200.0,3.651639,2.5500627,47.852005,2.7073722,1.7473824,0.098863468,-1.8127471,-4.3597121,658.3333333333334,Private not-for-profit
02603,Drew University,Newark,NJ,140400.0,55600.0,4.0804567,7.2175579,56.508553,2.4419,2.3058069,0.099640667,3.0569553,5.3366532,339.6666666666667,Private not-for-profit
02461,Drury University,Springfield,MO,74400.0,34000.0,11.019837,1.8933941,11.072533,0.010110533,1.220175,0.0011141642,1.7727846,0.29587561,526.3333333333334,Private not-for-profit
02920,Duke University,Raleigh,NC,196000.0,87500.0,3.1803749,19.215614,50.391167,13.37084,1.6026281,0.42524287,0.42037848,-0.54027158,1500.0,Private not-for-profit
04641,Dunwoody College Of Technology,Minneapolis,MN,89100.0,51600.0,3.501863,1.020852,40.861748,0.17608795,1.4309225,0.0061663589,4.0294981,6.8972631,336.6666666666667,Private not-for-profit
03258,Duquesne University Of The Holy Spirit,Pittsburgh,PA,104000.0,56300.0,4.1523314,2.7037466,41.347485,0.84087104,1.7168846,0.034915753,-0.96350962,-3.601867,1116.333333333333,Private not-for-profit
05448,Durham Technical Community College,Raleigh,NC,59700.0,24500.0,16.234961,0.38116142,4.4948645,0.0,0.72973955,0.0,5.0115399,10.97321,507.3333333333333,Public
02864,Dutchess Community College,Poughkeepsie,NY,82900.0,31900.0,9.1885271,0.15587729,16.987471,0.0,1.5608984,0.0,-0.51677901,-1.6419848,1283.0,Public
06835,Dyersburg State Community College,Dyersburg,TN,55200.0,27300.0,17.251747,0.093116716,5.4994879,0.0,0.94875777,0.0,4.8664699,8.2888441,466.0,Public
01793,Earlham College,Wayne,IN,99100.0,33300.0,5.0809903,2.8555281,4.8093977,0.0,0.24436502,0.0,0.55550885,3.1467583,249.5,Private not-for-profit
12260,East Arkansas Community College,West Memphis,AR,36100.0,19700.0,34.596859,0.38121986,5.7789979,0.0,1.9993517,0.0,-5.5268574,0.49739596,213.0,Public
02923,East Carolina University,Jacksonville,NC,96000.0,41200.0,6.1542444,1.2488611,19.389063,0.74674535,1.1932503,0.045956533,-0.78522414,-2.0050249,2794.666666666667,Public
08862,East Central College,St. Louis,MO,68000.0,30000.0,10.305495,0.37356058,11.358675,0.0,1.1705676,0.0,2.6957898,3.9251723,607.0,Public
02404,East Central Community College,Meridian,MS,41600.0,28000.0,30.573347,0.10921991,8.5294905,0.3696523,2.6077507,0.11301509,-6.04813,-1.2215096,484.0,Public
10997,East Georgia State College,Statesboro,GA,57600.0,27400.0,21.354727,0.55212593,6.5683661,0.0,1.4026568,0.0,1.090803,7.7701225,349.0,Public
02405,East Mississippi Community College,Meridian,MS,44900.0,25200.0,28.596041,0.20643726,6.6403613,0.11439522,1.8988805,0.032712501,-1.4439601,2.6306984,861.3333333333334,Public
03320,East Stroudsburg University Of Pennsylvania,Scranton,PA,85700.0,43000.0,6.7312331,0.54846394,25.283506,0.066490084,1.7018918,0.0044756024,-1.3994282,-4.2258539,958.6666666666666,Public
03487,East Tennessee State University,Johnson City,TN,75600.0,33200.0,10.34819,0.57079768,14.48271,0.21905808,1.4986984,0.022668548,1.6352903,3.0133357,1442.333333333333,Public
03564,East Texas Baptist University,Longview,TX,72500.0,35900.0,10.71303,0.57659054,13.898809,2.2693391,1.4889835,0.24311498,-2.7458863,-3.1047876,270.3333333333333,Private not-for-profit
01073,Eastern Arizona College,Safford,AZ,60900.0,23800.0,14.34419,0.12213669,16.028936,0.03582808,2.299221,0.0051392475,0.86064672,-0.66691488,453.6666666666667,Public
01425,Eastern Connecticut State University,Bridgeport,CT,94900.0,45000.0,4.3887377,0.56478906,20.277504,0.31875485,0.88992643,0.013989314,-0.39862889,-4.3892436,805.6666666666666,Public
01470,Eastern Florida State College,Palm Bay,FL,65300.0,25700.0,14.6599,0.34295255,10.042323,0.24887258,1.4721944,0.036484472,-2.0789645,-1.6644679,1995.333333333333,Public
07275,Eastern Gateway Community College,Steubenville,OH,58100.0,27100.0,16.253283,0.085448071,6.1102586,0.035900578,0.99311757,0.0058350223,7.6785407,8.8860054,267.5,Public
01674,Eastern Illinois University,Charleston,IL,100100.0,44800.0,3.7304859,0.51020777,25.889879,0.0,0.96581829,0.0,2.0540257,3.6094015,1667.0,Public
01963,Eastern Kentucky University,Richmond,KY,69700.0,33800.0,14.080455,0.38033953,10.801895,0.12080123,1.5209559,0.017009361,-2.8558016,-5.7936373,2071.666666666667,Public
03708,Eastern Mennonite University,Harrisonburg,VA,90700.0,39600.0,5.2225251,0.74757797,19.171816,0.0,1.0012529,0.0,0.37555626,0.52129889,181.5,Private not-for-profit
02259,Eastern Michigan University,Detroit,MI,98400.0,38500.0,6.1472073,0.75168675,19.0112,0.016632266,1.1686578,0.0010224199,5.3658991,8.3910398,2855.0,Public
02145,Eastern Nazarene College,Boston,MA,81600.0,34400.0,7.5436168,0.61654562,17.62532,0.0,1.3295865,0.0,-1.7672439,-5.7059531,161.0,Private not-for-profit
02651,Eastern New Mexico University,Clovis,NM,47200.0,27500.0,22.382048,0.18616323,9.5608931,0.15556574,2.1399238,0.034818798,-4.0019035,-7.7154531,976.0,Public
03155,Eastern Oklahoma State College,Fort Smith,OK,45500.0,30300.0,23.353476,0.37553245,11.31069,0.015836524,2.6414392,0.0036983788,-5.0365362,-9.4534311,296.6666666666667,Public
03193,Eastern Oregon University,La Grande,OR,74600.0,37300.0,10.578897,0.3962217,18.438559,0.017849317,1.9505963,0.0018882609,-0.7893281,-0.12777445,341.0,Public
03748,Eastern Shore Community College,Chincoteague,VA,35800.0,24200.0,37.020294,0.052922104,6.9250832,0.0,2.5636859,0.0,-16.432316,-5.9992871,129.6666666666667,Public
03259,Eastern University,Philadelphia,PA,93900.0,33300.0,4.453207,2.2081082,15.875813,2.4666841,0.70698279,0.10984654,6.730289,7.8073411,340.6666666666667,Private not-for-profit
03775,Eastern Washington University,Spokane,WA,85900.0,41700.0,6.8264976,0.64202201,28.165594,0.033912435,1.9227237,0.0023150316,-0.59135652,1.8584037,1135.0,Public
03929,Eastern Wyoming College,Torrington,WY,54500.0,27800.0,18.12192,0.033085268,15.351831,0.0,2.7820466,0.0,-7.8599572,-16.957041,205.0,Public
20923,Hohokus School - RETS/Nutley,Newark,NJ,41700.0,29500.0,27.09305,0.16239743,8.3536768,0.0,2.2632658,0.0,-11.376682,-25.991213,64.0,Private for-profit
01487,Eckerd College,Tampa,FL,113100.0,38800.0,4.756094,5.3073921,24.144747,0.095887743,1.1483468,0.0045605111,-0.67857361,-7.5762296,332.6666666666667,Private not-for-profit
08855,Edgecombe Community College,Wilson,NC,32500.0,20800.0,34.405361,0.0045075105,4.1779871,0.0051271878,1.4374515,0.0017640274,-0.2529909,5.5961232,255.6666666666667,Public
03848,Edgewood College,Madison,WI,93300.0,40500.0,5.9073353,2.2895298,20.91234,0.038593613,1.2353621,0.0022798539,0.15752661,-1.3290727,217.3333333333333,Private not-for-profit
05001,Edmonds Community College,Seattle,WA,84300.0,34400.0,8.4483299,0.6247834,18.885071,0.33860773,1.5954733,0.0286067,2.0129247,3.0962214,1084.0,Public
01197,El Camino College,Los Angeles,CA,51600.0,28300.0,21.975967,0.34022903,14.19317,0.32214379,3.1190863,0.07079421,-2.1835759,-2.1863909,3618.333333333334,Public
10387,El Paso Community College,El Paso,TX,29200.0,25700.0,40.920174,0.069665946,11.668072,0.17266117,4.7745953,0.070653252,-10.199104,-7.9576812,2837.666666666667,Public
01675,Elgin Community College,Chicago,IL,91700.0,34500.0,5.8901091,0.47222763,17.83371,0.42676663,1.0504249,0.025137022,2.3889198,3.8991992,1311.0,Public
02926,Elizabeth City State University,Virginia Beach,NC,37400.0,31000.0,32.103271,0.0,12.077756,0.00017424319,3.8773549,5.5937762e-05,-10.235971,-1.8028053,334.6666666666667,Public
03262,Elizabethtown College,Reading,PA,98100.0,50900.0,2.7147357,1.6050318,34.432831,0.30643311,0.93476039,0.0083188489,0.54904449,-2.6635969,398.0,Private not-for-profit
01676,Elmhurst College,Chicago,IL,100200.0,48500.0,4.7116985,1.7193377,34.968952,0.10371691,1.6476316,0.0048868284,-1.759346,-3.8241434,345.0,Private not-for-profit
02718,Elmira College,Elmira,NY,91400.0,47500.0,5.0351238,1.6928185,27.18766,0.19818717,1.3689325,0.0099789696,0.25713968,-0.26859051,241.5,Private not-for-profit
02927,Elon University,Greensboro,NC,146000.0,47300.0,2.0629592,6.764636,30.853525,0.17937201,0.63649565,0.0037003716,-0.94074345,-3.2425284,946.3333333333334,Private not-for-profit
01479,Embry-Riddle Aeronautical University,Deltona,FL,92400.0,65600.0,7.2243505,1.4424953,48.158756,1.3296512,3.4791574,0.096058659,1.6937146,0.60270315,1401.666666666667,Private not-for-profit
02146,Emerson College,Boston,MA,120500.0,44800.0,3.9237924,6.637589,27.489666,1.3234245,1.0786374,0.051928427,-1.1620749,-4.244442,646.6666666666666,Private not-for-profit
05596,Emily Griffith Technical College,Denver,CO,50200.0,26500.0,20.666222,0.14729291,11.578712,0.04666334,2.3928826,0.00964355,1.4192959,0.35853684,307.0,Public
02147,"Emmanuel College of Boston, MA",Boston,MA,93400.0,46600.0,5.5309253,1.2984346,33.896057,0.049185619,1.8747658,0.00272042,2.0029778,-4.7973552,242.0,Private not-for-profit
01563,"Emmanuel College of Franklin Springs, GA",Toccoa,GA,67500.0,29200.0,12.578649,0.78558856,11.17912,1.6534001,1.4061822,0.20797539,4.4668164,7.2672143,180.3333333333333,Private not-for-profit
03709,Emory & Henry College,Johnson City,VA,84000.0,40700.0,7.185431,1.1192086,20.924412,0.066394389,1.503509,0.0047707227,2.6659203,3.5421491,226.0,Private not-for-profit
01564,Emory University,Atlanta,GA,175700.0,67800.0,3.6100194,16.779459,49.876358,9.7916489,1.8005463,0.3534804,2.0106771,4.1298604,1422.666666666667,Private not-for-profit
10542,"Empire Beauty School of Moosic, PA",Scranton,PA,55300.0,14500.0,20.994507,0.38509831,1.0948609,0.018026035,0.22986066,0.0037844772,-23.899593,-36.629539,941.5,Private for-profit
21732,"Empire Beauty School of New York, NY",New York,NY,43000.0,12700.0,26.611944,0.98874903,4.0447435,0.0029135463,1.0763849,0.00077535131,0.1902035,-1.0356653,137.0,Private for-profit
